UNITNO,EASTING,NORTHING
42-03-000433,429186,550053
42-03-000434,429162,550010
42-03-000437,429128,549922
42-03-000438,429119,549890
42-03-000439,429108,549853
45-12-004172,442604,539710
45-15-005002,440809,540887
45-15-005003,440820,540864
45-15-005004,440816,540833
45-15-005007,440829,540718
45-15-005008,440834,540683
45-12-000060,443680,540374
45-12-000063,443598,540408
45-12-002497,443223,540886
45-15-005041,440836,540392
45-15-005042,440840,540381
45-12-002999,441589,541019
45-15-005044,440829,540320
45-15-005045,440810,540368
45-12-000109,443465,540488
45-12-000111,443332,540544
45-12-000112,443296,540527
45-12-000113,443288,540546
45-12-002041,442944,541909
45-12-002042,442942,541934
45-12-002043,442922,541957
45-12-002044,442906,541990
45-12-002045,442891,542022
45-12-002046,442888,542051
45-12-002048,442852,542067
45-12-002049,442830,542057
41-11-004121,417116,555515
41-11-004122,417153,555537
45-12-002384,443469,540922
45-15-006024,441295,541832
45-15-006028,441275,541857
45-15-006030,441285,541881
45-15-006031,441277,541917
45-15-006032,441253,541958
45-15-006179,440335,541245
45-15-006180,440358,541188
45-15-006181,440383,541154
45-15-006183,440356,541136
45-15-006184,440321,541120
45-15-006185,441032,541514
45-15-006186,441030,541543
45-15-006187,440994,541609
45-12-000053,443599,540457
45-12-000054,443635,540456
45-12-000055,443670,540463
45-12-000056,443705,540455
45-12-000057,443740,540456
45-12-000059,443653,540352
45-12-002215,442674,541636
45-12-002216,442691,541671
45-12-002217,442691,541706
45-12-002218,442708,541741
45-12-002219,442718,541786
45-12-002220,442710,541824
45-12-002221,442718,541863
45-12-002222,442670,541879
46-09-000065,416809,526963
46-09-000066,416834,526935
46-09-000067,416867,526902
46-41-000005,407140,526404
46-41-000006,407107,526395
46-41-000007,407073,526388
46-41-000008,407029,526377
46-41-000009,406991,526369
46-41-000011,406909,526350
46-41-000012,406870,526335
46-41-000014,406781,526294
46-09-000211,418691,525752
46-09-000212,418702,525722
46-09-000213,418737,525672
46-09-000215,418758,525627
46-09-000216,418767,525607
46-09-000217,418784,525562
46-09-000218,418801,525513
46-09-000219,418807,525493
46-10-000006,416269,524268
46-10-000007,416252,524283
46-12-000033,417076,516989
46-12-000123,417060,516968
46-12-000034,417093,517263
46-26-000036,396486,523782
46-26-000037,396524,523826
46-26-000038,396837,523682
46-26-000039,396797,523680
46-26-000040,396931,523683
46-26-000051,396923,523648
46-26-000042,396926,523752
46-26-000049,396943,523778
46-26-000043,396960,523805
46-00-000053,404966,516154
46-00-000054,404944,516150
46-00-000056,404888,516207
46-00-000057,404870,516241
46-00-000058,404867,516286
46-10-000255,414842,526281
46-10-000258,414914,526257
46-10-000260,414946,526175
46-00-000387,405241,516418
46-00-000388,405234,516404
46-00-000389,405278,516391
46-00-000098,405146,516342
46-00-000100,405229,516331
46-00-000376,405171,516395
46-00-000006,405610,517019
46-10-000021,415794,524644
46-10-000022,415754,524659
46-10-000023,415724,524690
46-10-000026,415623,524751
46-10-000027,415604,524781
46-10-000028,415603,524812
46-10-000029,415621,524853
46-10-000031,415644,524926
46-10-000032,415616,524916
46-10-000033,415575,524979
46-10-000034,415616,524999
46-10-000035,415571,525016
46-10-000036,415544,525053
46-10-000037,415532,525080
46-10-000038,415524,525119
46-10-000040,415483,525167
46-27-000008,395117,525379
46-27-000009,395122,525347
47-10-000082,425745,523895
47-10-000084,425616,523857
47-10-000085,425609,523836
47-10-000089,425691,523813
47-10-000090,425720,523833
47-10-000091,425749,523857
47-10-000092,425777,523876
46-35-000006,404566,516381
46-35-000007,404599,516404
46-35-000008,404623,516437
46-35-000010,404570,516638
46-35-000011,404585,516592
46-35-000012,404614,516571
46-35-000017,404766,516425
46-12-000008,417563,516769
46-12-000009,417522,516779
46-12-000012,417378,516795
46-12-000013,417336,516824
46-12-000014,417296,516837
46-12-000015,417258,516847
45-12-004191,441918,539237
46-12-000016,417221,516844
45-12-004192,441899,539285
45-12-004193,441856,539236
46-12-000017,417186,516849
46-34-000108,413398,520561
46-34-000109,413373,520545
46-00-000333,404876,516826
46-00-000334,404835,516774
45-12-000064,443621,540386
45-12-000065,443629,540269
45-12-000066,443629,540289
45-12-000067,443603,540315
45-12-000068,443592,540348
45-12-000069,443565,540366
45-12-000070,443552,540398
45-12-000072,443512,540446
45-12-000074,443488,540498
45-12-002567,442884,541284
45-12-002568,442572,541205
45-12-002571,442546,541294
45-12-002572,442537,541325
45-12-002573,442529,541350
45-12-002575,442509,541415
45-12-002099,442650,541190
45-12-002265,442798,541172
45-12-002266,442812,541139
45-12-002267,442822,541098
45-12-002268,442806,541269
45-12-002270,442897,541237
45-12-002271,442953,541225
45-12-002273,442968,541164
45-12-002275,442924,541086
45-12-002276,442909,541046
45-12-002277,442874,541024
45-12-002279,442841,541028
45-12-000271,443178,540234
45-12-000273,443259,540172
45-12-000274,443260,540230
45-12-000276,443336,540000
45-12-000277,443410,540035
45-12-000278,443443,540004
45-12-000280,443872,540273
45-02-000995,441764,543551
45-02-000996,441768,543531
42-05-000179,430913,550519
42-05-000180,430902,550556
45-20-000067,437634,538357
45-20-000047,437636,539017
45-20-000048,437656,538981
45-20-000058,437673,538683
45-12-004128,441680,539009
45-12-004119,441679,539124
45-12-004125,441684,539061
45-12-004126,441621,539045
45-12-004130,441699,539001
45-12-002223,442624,541898
45-12-002224,442603,541871
45-12-002225,442571,541819
45-15-005101,441077,540890
45-15-005103,441077,540950
45-15-005104,441049,540985
45-15-005105,441029,541001
45-15-005106,441003,541017
45-15-005107,440971,541030
45-15-005108,441100,540942
45-12-003960,442130,539548
45-12-003783,442221,539607
45-12-003784,442205,539600
45-12-003785,442162,539579
45-12-003786,442201,539562
45-12-003962,441465,540439
45-12-003963,441407,540181
45-12-003964,441405,540133
45-12-003965,441344,540085
45-12-000270,443628,540342
45-15-005009,440841,540644
45-15-005010,440849,540610
45-15-005011,440857,540582
45-15-005012,440874,540559
45-15-005013,440874,540527
45-15-005014,440895,540501
45-12-000214,443337,539972
45-12-000215,443307,539987
45-12-000216,443284,540026
45-12-000217,443256,540072
45-12-000218,443697,540206
45-12-002381,443320,541029
45-12-002382,443314,541001
45-15-006001,441340,541242
45-15-006002,441347,541261
45-12-000114,443262,540521
45-12-000115,443218,540525
45-12-000116,443227,540501
45-12-000117,443223,540476
45-12-000118,443236,540566
45-12-000120,443162,540215
45-12-000121,443175,540177
45-12-000124,443216,540124
45-12-000125,443252,540136
45-12-000126,443233,540144
45-12-000127,443223,540169
45-12-000128,443197,540162
46-00-000378,405267,516368
46-00-000102,405379,516282
46-00-000103,405361,516340
46-06-000138,412325,524141
46-06-000139,412283,524141
46-06-000140,412248,524144
46-06-000143,412141,524156
46-06-000141,412215,524146
46-06-000145,412294,524170
46-06-000146,412293,524194
46-06-000147,412317,524205
46-27-000083,395160,525348
46-27-000084,395149,525315
46-27-000086,395222,525291
46-27-000089,395288,525274
46-27-000085,395191,525310
46-27-000090,395314,525267
46-27-000091,395297,525307
46-27-000092,395306,525342
46-27-000093,395317,525374
46-27-000162,395291,525381
46-24-000038,408527,525380
46-24-000039,408548,525342
46-24-000169,408566,525338
46-24-000168,408972,525356
46-24-000040,408991,525421
46-24-000041,409048,525609
46-24-000042,409063,525661
46-24-000043,409081,525724
46-24-000044,409109,525857
46-24-000045,409098,525937
46-24-000046,409182,525966
46-24-000048,409151,526033
46-24-000049,409134,526073
46-24-000051,409102,526158
46-24-000052,409088,526194
46-24-000053,409049,526296
46-24-000054,409929,525787
46-24-000176,409967,525707
46-24-000055,409979,525670
46-24-000187,410001,525648
46-24-000188,410030,525620
46-06-000048,412847,524216
46-06-000049,412848,524184
46-06-000051,412836,524132
46-06-000052,412800,524132
46-06-000053,412757,524135
46-06-000054,412870,524111
46-00-000335,404854,516750
46-00-000336,404910,516796
46-00-000337,404745,516799
46-00-000338,404796,516749
46-00-000339,404839,516696
46-00-000341,404887,516721
46-00-000343,404951,516781
46-00-000344,405014,516824
46-00-000346,405110,516884
46-00-000347,405106,516924
46-00-000348,405103,516961
46-09-000032,416526,528211
46-09-000034,416512,528149
46-09-000036,416497,528076
46-09-000037,416500,528038
46-09-000038,416503,528003
46-27-000032,394639,525721
46-27-000033,394654,525677
46-27-000034,394637,525635
46-27-000035,394607,525601
46-27-000036,394567,525596
46-27-000037,394524,525604
46-27-000038,394482,525613
46-27-000039,394444,525625
46-34-000009,413007,520604
46-34-000010,412962,520604
46-34-000012,412875,520607
46-34-000013,412833,520606
46-34-000157,412774,520614
46-34-000159,412717,520585
46-34-000160,412684,520577
46-34-000161,412649,520581
46-34-000162,412624,520561
46-34-000164,412568,520546
46-34-000165,412535,520552
46-34-000167,412477,520539
46-34-000169,412427,520515
46-26-000017,396982,523709
46-26-000018,396940,523718
46-06-000058,412814,524053
46-06-000059,412795,524073
46-06-000061,412788,524001
46-06-000062,412757,524013
46-06-000064,412713,524076
46-06-000065,412700,524102
46-06-000066,412686,524132
46-06-000067,412676,524176
46-06-000068,412701,524186
45-12-004131,441721,538998
45-12-004132,441659,538988
45-12-004133,441635,538975
45-12-002130,442896,541607
45-12-002131,442945,541607
45-12-002132,442906,541638
45-12-002133,442860,541645
45-12-002134,442827,541657
45-12-002135,442783,541658
45-12-002137,442851,541560
45-12-002139,442822,541519
45-12-002141,442855,541715
45-12-002142,442907,541677
45-12-004158,442048,539325
45-12-004160,442121,539355
45-12-004161,442158,539354
45-12-004162,442185,539363
45-12-004163,442216,539366
45-12-002543,443116,541395
45-12-002544,443147,541420
45-09-000280,442201,535987
45-09-000281,442219,535961
42-03-000440,429100,549826
42-03-000441,429088,549785
42-03-000442,429075,549743
42-03-000443,429066,549713
42-03-000444,429055,549677
42-03-000445,429043,549638
42-03-000446,429035,549606
42-03-000449,429035,549497
42-03-000450,429037,549459
42-03-000451,429042,549424
42-03-000452,429045,549393
42-03-000453,429045,549358
45-12-000039,443720,540321
45-12-000040,443747,540349
45-12-000041,443754,540379
45-12-000042,443752,540405
45-12-000044,443768,540462
45-12-000162,443334,540072
45-12-000164,443397,540109
45-12-000165,443417,540132
45-12-000166,443403,540149
45-12-000167,443433,540151
45-12-000168,443471,540162
45-12-000169,443455,540129
45-12-000171,443454,540101
45-12-000130,443216,540242
45-12-000131,443213,540213
45-12-002280,442830,541054
45-12-002283,442889,541148
45-12-002284,442905,541184
45-08-001035,444079,541932
45-08-001038,444123,541875
45-08-001039,444474,541330
45-08-001040,444511,541343
45-08-001041,444405,541154
45-08-001042,444438,541164
45-08-001043,444463,541171
45-15-006156,440918,542052
42-03-000425,429110,550300
42-03-000426,429122,550264
42-03-000428,429146,550199
45-12-000013,443060,540393
45-12-000014,443073,540422
45-12-000015,443105,540449
45-12-000016,443117,540477
45-12-000019,443155,540395
45-12-000020,443164,540362
45-12-000022,443199,540315
45-12-000024,443271,540262
45-12-000025,443296,540249
45-12-000026,443336,540243
45-12-000028,443400,540217
45-12-000030,443471,540212
45-12-000031,443512,540214
45-12-002316,443024,540921
45-12-002317,443015,540935
45-12-002318,443012,540979
45-12-002320,443069,540957
45-09-000282,442224,535933
45-12-002545,442918,541539
45-12-002194,442631,541553
45-12-002199,442553,541502
45-15-005109,441091,540984
45-15-005110,441083,541018
45-15-005111,441107,541051
45-12-000175,443385,540060
45-12-000176,443418,540062
45-12-000178,443425,540013
45-12-000179,443403,539993
45-12-000180,443381,539985
45-12-000181,443419,539983
45-12-000182,443465,540030
46-06-000055,412889,524081
46-06-000056,412865,524060
46-06-000057,412834,524035
46-04-000007,399544,513905
46-04-000008,399537,513868
46-04-000009,399542,513835
46-04-000010,399526,513810
46-04-000013,399534,513788
46-04-000014,399527,513773
46-04-000015,399522,513747
46-04-000019,399547,513724
46-09-000151,416616,528299
46-09-000205,416640,528193
46-09-000153,416639,528160
46-09-000156,416480,528412
46-09-000158,416428,528460
46-09-000161,416324,528493
46-09-000155,416526,528418
46-09-000160,416348,528485
46-09-000157,416457,528430
46-09-000162,416289,528464
46-09-000221,416262,528466
46-09-000164,416294,528506
46-26-000050,396980,523847
46-26-000044,396990,523786
46-26-000046,397224,523700
46-26-000047,397335,523671
46-26-000048,397430,523601
46-27-000133,393403,526034
46-27-000134,393370,526062
46-27-000135,393315,526099
46-27-000136,393282,526127
46-27-000137,393268,526162
46-27-000138,393241,526191
46-27-000141,393147,526287
46-27-000142,393112,526319
46-27-000143,393078,526347
46-00-000069,405327,516234
46-20-000025,417581,520398
46-20-000026,417570,520369
46-20-000028,417558,520339
46-34-000152,412566,520569
46-34-000019,412521,520566
46-34-000020,412518,520608
46-34-000021,412485,520560
46-34-000151,412457,520550
46-34-000022,412417,520536
46-34-000023,412373,520530
46-10-000041,415452,525191
46-10-000042,415433,525204
46-10-000043,415408,525226
46-10-000044,415386,525247
46-10-000045,415362,525258
46-10-000046,415345,525305
46-10-000047,415329,525342
46-10-000049,415316,525405
46-00-000007,405589,517016
46-00-000009,405519,517007
46-00-000011,405444,516998
43-03-000017,420233,530517
43-03-000018,420261,530504
43-03-000019,420282,530477
43-03-000020,420284,530438
43-03-000021,420296,530421
46-12-000036,417015,517286
46-12-000037,416992,517269
46-12-000039,416982,517185
46-12-000040,416998,517157
46-12-000041,417029,517155
46-12-000042,417071,517159
46-12-000043,417085,517193
46-12-000046,417055,517247
46-12-000035,417059,517275
46-12-000045,417049,517197
46-12-000048,417067,517086
46-12-000050,417073,517060
46-12-000122,417046,516909
46-12-000019,417053,516929
46-12-000020,417002,516926
46-12-000021,416965,516944
46-12-000022,416924,516946
46-12-000115,416853,516952
46-12-000116,416820,516951
46-14-000001,412085,530834
46-14-000005,412061,530947
46-14-000007,412136,531009
46-14-000008,412099,531022
46-27-000070,394788,525498
46-27-000160,394798,525527
46-27-000161,394785,525470
46-27-000072,394830,525465
46-27-000118,394829,525441
46-27-000073,394831,525420
